('Alex Rogers', 'BARBARIAN', 'HALFLING', 15187, 20)
('Melissa Norton', 'WIZARD', 'DRAGONBORN', 13172, 10)
('Matthew Newton', 'ARTIFICER', 'HUMAN', 2467, 16)
('Patricia Rollins', 'DRUID', 'DWARF', 9666, 20)
('Christine Blake', 'FIGHTER', 'DWARF', 7516, 6)
('Kristen Morgan', 'MONK', 'HALF_ORC', 16581, 11)
('Charles Reynolds', 'ARTIFICER', 'DWARF', 14641, 19)
('Timothy Blackwell', 'ARTIFICER', 'HALF_ELF', 10843, 6)
('Angela Sparks', 'BARBARIAN', 'GNOME', 18652, 6)
('Travis Davidson', 'WIZARD', 'DRAGONBORN', 17845, 19)
('Casey Tran', 'PALADIN', 'ELF', 3133, 2)
('Edward Mack', 'WARLOCK', 'DWARF', 19067, 10)
('David Carney', 'SORCERER', 'HALF_ELF', 6154, 6)
('Douglas Wright', 'WIZARD', 'HALF_ELF', 11024, 5)
('Jennifer Cunningham', 'ROGUE', 'DWARF', 845, 15)
('Morgan Jones', 'RANGER', 'HALF_ELF', 12698, 3)
('Michael Foster', 'DRUID', 'DWARF', 5751, 17)
('Anna Williams', 'BARD', 'HALF_ELF', 3036, 1)
('Edwin Willis', 'CLERIC', 'DRAGONBORN', 14042, 2)
('Patrick Smith', 'WARLOCK', 'HUMAN', 14884, 2)
('Tony Smith', 'WIZARD', 'HALF_ELF', 17976, 12)
('Joshua Reynolds', 'SORCERER', 'DRAGONBORN', 3238, 17)
('Regina Hanson', 'WARLOCK', 'DRAGONBORN', 412, 9)
('Jesse Avila', 'ARTIFICER', 'HALF_ORC', 18619, 11)
('April Chan', 'DRUID', 'HALFLING', 5579, 11)
('Rebecca Yu', 'DRUID', 'HALFLING', 8715, 20)
('Lindsay Jimenez', 'DRUID', 'HALF_ORC', 15808, 15)
('Ann Pham', 'CLERIC', 'GNOME', 8559, 13)
('Raymond Clark', 'BARBARIAN', 'HUMAN', 8017, 10)
('John Hoffman', 'BARD', 'HALF_ELF', 3672, 6)
('Gabriel Serrano', 'RANGER', 'HALF_ELF', 5339, 7)
('Regina Hamilton', 'CLERIC', 'GNOME', 16220, 10)
('Scott Frank', 'CLERIC', 'DRAGONBORN', 7989, 11)
('Alan Richardson', 'BARBARIAN', 'HUMAN', 6381, 1)
('Elizabeth Holland', 'RANGER', 'DRAGONBORN', 2541, 2)
('Lauren Duncan', 'CLERIC', 'DWARF', 2962, 16)
('Sophia Stevenson', 'BARBARIAN', 'HALFLING', 3940, 15)
('David King', 'WIZARD', 'HALF_ELF', 3593, 1)
('Andrew Rodriguez', 'ROGUE', 'DRAGONBORN', 3604, 2)
('Kevin Williams', 'DRUID', 'DWARF', 6317, 9)
('Nancy Evans', 'BARD', 'ELF', 8802, 15)
('Nathaniel Camacho', 'BARD', 'ELF', 9416, 20)
('Paul Boyer', 'BARD', 'HUMAN', 2756, 16)
('Jason Holmes', 'ROGUE', 'HALF_ORC', 17284, 13)
('Michael Sellers', 'BARD', 'DRAGONBORN', 5111, 9)
('Paul Fisher', 'DRUID', 'HALFLING', 3397, 17)
('Andrew Larsen', 'MONK', 'HUMAN', 3130, 13)
('Paige Smith', 'CLERIC', 'ELF', 13301, 6)
('Erica Anderson', 'BARBARIAN', 'DWARF', 13764, 6)
('Sheila Chandler', 'DRUID', 'DRAGONBORN', 14044, 1)
('Joseph Smith MD', 'SORCERER', 'GNOME', 16353, 20)
('Angelica Oconnor', 'WARLOCK', 'HALFLING', 8994, 13)
('Hannah Brady', 'RANGER', 'ELF', 13216, 12)
('Robert Martinez', 'PALADIN', 'HALFLING', 8926, 20)
('Mr. Marc Mendoza', 'PALADIN', 'HALFLING', 7472, 19)
('Jason Howard', 'CLERIC', 'DRAGONBORN', 8540, 10)
('Jonathan Jackson', 'PALADIN', 'HUMAN', 12698, 13)
('Angel Davis', 'SORCERER', 'GNOME', 19285, 2)
('Tricia West MD', 'BARD', 'HUMAN', 9197, 4)
('Diana Ruiz', 'FIGHTER', 'ELF', 1725, 18)
('Louis Cox', 'MONK', 'DRAGONBORN', 7274, 1)
('Rebecca Fletcher', 'WIZARD', 'HUMAN', 12135, 11)
('Manuel Smith', 'MONK', 'DRAGONBORN', 3925, 19)
('Cassidy Lang', 'FIGHTER', 'GNOME', 13964, 4)
('Jennifer Jimenez', 'PALADIN', 'DRAGONBORN', 1541, 9)
('Gregory Taylor', 'ROGUE', 'TIEFLING', 7472, 3)
('Amanda Jones', 'PALADIN', 'HALFLING', 2627, 5)
('Megan Briggs', 'ROGUE', 'HALF_ELF', 6253, 1)
('Adam Cochran', 'ROGUE', 'TIEFLING', 9844, 7)
('Gregory Williams', 'FIGHTER', 'HALF_ORC', 8911, 1)
('Jeffrey Molina', 'ROGUE', 'HALF_ELF', 19346, 18)
('Steven Garcia', 'MONK', 'HUMAN', 13197, 5)
('Toni Hunt', 'FIGHTER', 'HALFLING', 17607, 9)
('Robert Morrison Jr.', 'WIZARD', 'HALF_ORC', 7188, 1)
('Jacob Suarez', 'RANGER', 'GNOME', 19628, 10)
('Bryce George', 'ROGUE', 'HALF_ORC', 7962, 12)
('Amanda Coleman', 'PALADIN', 'HALF_ELF', 7120, 9)
('Jeffrey Myers', 'ARTIFICER', 'ELF', 15814, 7)
('Katherine Cruz', 'MONK', 'DWARF', 3904, 1)
('Charles Pace', 'WARLOCK', 'DWARF', 5264, 7)
('Walter Farrell', 'WIZARD', 'HUMAN', 13346, 6)
('Stephen Smith', 'FIGHTER', 'ELF', 1872, 10)
('Andrew Roberts', 'CLERIC', 'GNOME', 19900, 5)
('Erica Faulkner', 'MONK', 'ELF', 921, 1)
('Tonya Lee', 'DRUID', 'GNOME', 17106, 5)
('Ian Barber', 'BARD', 'DRAGONBORN', 3327, 3)
('David Johnson', 'FIGHTER', 'GNOME', 10211, 6)
('Christopher Foster Jr.', 'WIZARD', 'HUMAN', 9042, 7)
('Aaron Sosa', 'BARBARIAN', 'ELF', 2253, 9)
('James Scott', 'CLERIC', 'DWARF', 8720, 6)
('Joseph Thompson', 'BARBARIAN', 'ELF', 18143, 1)
('Leah Young', 'WIZARD', 'TIEFLING', 9388, 2)
('Paige Reilly', 'MONK', 'TIEFLING', 14355, 20)
('Tim Hanna', 'RANGER', 'DWARF', 8971, 19)
('Tracy Shields', 'BARBARIAN', 'HALFLING', 771, 10)
('Richard Brown', 'ROGUE', 'DWARF', 10515, 8)
('Shelby Dixon', 'CLERIC', 'HALF_ELF', 2971, 20)
('Dr. Cynthia White MD', 'WARLOCK', 'HUMAN', 2661, 19)
('Brian Oneill', 'MONK', 'ELF', 15423, 4)
('Shawn Fields', 'MONK', 'DRAGONBORN', 9924, 4)
('Erik Baker', 'MONK', 'HUMAN', 15900, 17)
('Sara White', 'WARLOCK', 'HUMAN', 12465, 13)
('Donna Jones', 'MONK', 'DRAGONBORN', 2137, 13)
('Brett Harris', 'ROGUE', 'DRAGONBORN', 14752, 7)
('Jamie Hernandez', 'ROGUE', 'TIEFLING', 14678, 16)
('Robin Smith', 'BARD', 'DWARF', 3615, 19)
('Christopher Clark', 'MONK', 'ELF', 1229, 5)
('Haley Johnson', 'MONK', 'GNOME', 19299, 9)
('Christine Ross', 'ARTIFICER', 'DRAGONBORN', 756, 18)
('Crystal Tran', 'BARD', 'HUMAN', 13806, 15)
('Emily Brown', 'CLERIC', 'ELF', 6440, 4)
('Jeffrey Allison', 'FIGHTER', 'HALF_ORC', 11984, 17)
('Sarah May', 'RANGER', 'ELF', 19409, 12)
('Jon Bell Jr.', 'CLERIC', 'DRAGONBORN', 9144, 14)
('Christopher Mooney', 'DRUID', 'HALF_ORC', 9781, 9)
('Mary Vance', 'RANGER', 'TIEFLING', 11210, 5)
('John Conner', 'BARBARIAN', 'GNOME', 11128, 10)
('Patrick Kennedy', 'PALADIN', 'HALFLING', 1895, 7)
('Nathan West', 'WARLOCK', 'HALF_ORC', 15445, 1)
('Richard Lozano', 'FIGHTER', 'HALF_ORC', 10743, 10)
('Jill Clark', 'MONK', 'DRAGONBORN', 12563, 10)
('Nicholas Chavez', 'WIZARD', 'HUMAN', 13643, 16)
('Erica Wilson', 'ROGUE', 'GNOME', 14409, 8)
('Michael Ballard', 'DRUID', 'ELF', 8865, 10)
('Sheri Edwards', 'FIGHTER', 'TIEFLING', 19631, 20)
('Lisa Jones', 'PALADIN', 'TIEFLING', 13682, 20)
('Stacy Perez', 'MONK', 'DRAGONBORN', 5972, 7)
('Brandon Adams', 'PALADIN', 'HALFLING', 4789, 17)
('Anthony Simmons', 'WIZARD', 'ELF', 1454, 5)
('Mr. Stephen Williams', 'WIZARD', 'GNOME', 15369, 14)
('Jennifer Bradley', 'WARLOCK', 'GNOME', 7784, 6)
('James Mason', 'DRUID', 'ELF', 14932, 5)
('Thomas Ramos', 'PALADIN', 'TIEFLING', 9141, 7)
('Benjamin Lucero', 'ROGUE', 'HUMAN', 4103, 10)
('John Hall', 'CLERIC', 'TIEFLING', 6169, 4)
('Austin Mitchell', 'PALADIN', 'ELF', 13939, 7)
('Mary Nelson', 'ARTIFICER', 'TIEFLING', 9242, 12)
('Barbara Walker', 'PALADIN', 'GNOME', 739, 10)
('Kathryn Waters', 'FIGHTER', 'HUMAN', 11678, 3)
('Linda Flores', 'BARBARIAN', 'HUMAN', 1983, 1)
('Rebecca Kelley', 'DRUID', 'GNOME', 5633, 9)
('Emma Rodriguez', 'ARTIFICER', 'ELF', 14327, 3)
('Charles Gomez', 'WIZARD', 'TIEFLING', 7153, 10)
('Tiffany Wallace', 'DRUID', 'GNOME', 854, 7)
('Melissa Burnett', 'SORCERER', 'HALF_ELF', 1861, 5)
('Albert Stewart', 'MONK', 'HALFLING', 936, 18)
('William Walter', 'BARD', 'HALF_ELF', 14894, 10)
('Rodney Alvarez', 'MONK', 'HALF_ORC', 17107, 13)
('Nathan Carter', 'BARBARIAN', 'TIEFLING', 9461, 20)
('Cynthia Thompson', 'FIGHTER', 'ELF', 13575, 12)
('Michael Wilson', 'BARBARIAN', 'HALF_ELF', 18500, 9)
('Marc Cross', 'BARBARIAN', 'HALF_ORC', 2529, 13)
('Robert Sims', 'BARBARIAN', 'ELF', 699, 14)
('Christopher Smith', 'DRUID', 'DRAGONBORN', 4215, 19)
('Sheena Wilson', 'PALADIN', 'DWARF', 11540, 17)
('Stanley Smith', 'FIGHTER', 'HALFLING', 18184, 8)
('Jorge Berry', 'MONK', 'HALFLING', 15689, 14)
('Sheila Russell', 'WIZARD', 'HALFLING', 5882, 10)
('Mary Wilson', 'MONK', 'HALF_ORC', 15098, 16)
('Laura Ryan', 'SORCERER', 'ELF', 6860, 14)
('Matthew Perez', 'ARTIFICER', 'DRAGONBORN', 380, 10)
('Allison Moses', 'BARD', 'DWARF', 16608, 4)
('Laura Gregory', 'WARLOCK', 'GNOME', 19865, 2)
('Sergio Wood', 'CLERIC', 'HALF_ORC', 13621, 10)
('Brandon Sanders', 'ARTIFICER', 'DWARF', 1986, 20)
('Betty Harrison', 'ARTIFICER', 'HUMAN', 5450, 20)
('Christopher Warner', 'SORCERER', 'ELF', 7227, 1)
('Haley Bates', 'WIZARD', 'ELF', 19108, 9)
('Elizabeth Peterson', 'SORCERER', 'GNOME', 204, 12)
('Deanna Lopez', 'CLERIC', 'GNOME', 15893, 13)
('William Ramirez', 'SORCERER', 'ELF', 3798, 16)
('John Little', 'RANGER', 'HALFLING', 16895, 8)
('Rebecca White', 'CLERIC', 'HALFLING', 7147, 13)
('Maria George', 'RANGER', 'ELF', 11586, 16)
('Melissa Nunez', 'WARLOCK', 'DWARF', 15476, 20)
('Rodney Berg', 'ARTIFICER', 'DRAGONBORN', 15107, 8)
('Pamela Walker', 'DRUID', 'DWARF', 18208, 18)
('Devin Henderson', 'BARBARIAN', 'HALF_ELF', 4542, 14)
('Michael Schaefer', 'BARD', 'GNOME', 12077, 13)
('Melinda Lee', 'DRUID', 'GNOME', 10996, 7)
('Taylor Mendoza', 'BARBARIAN', 'DWARF', 11593, 5)
('Sean Lane', 'PALADIN', 'GNOME', 3895, 6)
('Tracey Young', 'MONK', 'DRAGONBORN', 3410, 18)
('Taylor Thomas', 'PALADIN', 'HALF_ELF', 5222, 18)
('Timothy Knight', 'WARLOCK', 'HALF_ORC', 4041, 18)
('Andrew Ramirez', 'BARBARIAN', 'HALFLING', 14245, 4)
('Carrie Hoover', 'CLERIC', 'HALFLING', 9227, 5)
('Catherine Smith', 'WARLOCK', 'HALFLING', 3194, 19)
('Yvette Doyle', 'FIGHTER', 'ELF', 4731, 8)
('Joy Hawkins', 'RANGER', 'GNOME', 2723, 5)
('Jane Cole', 'MONK', 'TIEFLING', 3490, 17)
('Ryan Smith', 'PALADIN', 'DWARF', 2337, 20)
('David Brown', 'FIGHTER', 'DRAGONBORN', 16753, 8)
('Karen Smith', 'WARLOCK', 'GNOME', 19191, 15)
('James Chung', 'CLERIC', 'HALFLING', 15235, 19)
('Louis Lopez', 'BARD', 'DRAGONBORN', 16017, 11)
('Peter Cooper', 'PALADIN', 'TIEFLING', 19734, 11)
('Sarah Cummings', 'MONK', 'HALFLING', 12655, 16)
('Travis Russell', 'SORCERER', 'DRAGONBORN', 7301, 17)
('Sara Black', 'WARLOCK', 'HALF_ELF', 19979, 10)
('Robert Mayo', 'BARD', 'HALFLING', 1262, 17)
('Erica Phillips', 'ARTIFICER', 'DWARF', 15624, 19)
('James Cross', 'WIZARD', 'HALF_ELF', 3624, 8)
('Jill Sanders', 'ROGUE', 'ELF', 17724, 13)
('Bill Mcdaniel', 'FIGHTER', 'GNOME', 14936, 15)
('John Spencer', 'SORCERER', 'DWARF', 8023, 8)
('Faith Franklin', 'BARBARIAN', 'GNOME', 3904, 6)
('Michael Miller', 'MONK', 'TIEFLING', 10239, 5)
('Brian Moss', 'ARTIFICER', 'HUMAN', 12903, 15)
('Benjamin Yu', 'WIZARD', 'TIEFLING', 15649, 15)
('Kristen Blake', 'WIZARD', 'ELF', 10577, 6)
('Shaun House', 'WIZARD', 'HALF_ELF', 6001, 7)
('Brittany Horn', 'BARBARIAN', 'GNOME', 4489, 10)
('Latoya Williams', 'BARBARIAN', 'HALFLING', 6638, 1)
('Walter Fuller', 'PALADIN', 'GNOME', 6728, 10)
('Lisa Payne', 'BARBARIAN', 'TIEFLING', 6670, 9)
('Jill Collins', 'BARD', 'DWARF', 6909, 14)
('Angela Nelson', 'ROGUE', 'HUMAN', 13164, 10)
('Donna Dixon', 'WARLOCK', 'HALF_ELF', 6022, 1)
('Adrian Diaz', 'SORCERER', 'HALF_ELF', 19521, 12)
('Terry Small', 'ROGUE', 'HALF_ELF', 8920, 10)
('Daniel Combs', 'RANGER', 'HALFLING', 15524, 9)
('Philip Hodges', 'SORCERER', 'HALFLING', 6540, 15)
('Jennifer Ashley', 'PALADIN', 'TIEFLING', 18104, 1)
('Michael Hall', 'MONK', 'GNOME', 18388, 1)
('Daniel Dominguez', 'WIZARD', 'HUMAN', 7329, 19)
('Alicia Snyder', 'MONK', 'TIEFLING', 9086, 17)
('Victoria Deleon', 'ARTIFICER', 'DWARF', 12154, 19)
('Steven Beard', 'SORCERER', 'HUMAN', 2636, 6)
('David Bennett', 'BARBARIAN', 'HALFLING', 11326, 20)
('Kathy Thornton', 'ARTIFICER', 'TIEFLING', 12964, 14)
('William Oliver', 'WIZARD', 'ELF', 582, 18)
('Marissa Morgan', 'PALADIN', 'ELF', 3872, 5)
('Jerry Lyons', 'PALADIN', 'GNOME', 13991, 19)
('Christian Khan', 'BARBARIAN', 'ELF', 18836, 12)
('Adam Holt', 'MONK', 'TIEFLING', 7915, 11)
('Ashley Shepard', 'WARLOCK', 'HUMAN', 1565, 4)
('Angelica Cochran', 'BARBARIAN', 'DRAGONBORN', 4394, 5)
('Morgan Dixon MD', 'SORCERER', 'HALF_ORC', 1021, 3)
('Olivia Johnson DDS', 'MONK', 'ELF', 6895, 13)
('William Smith', 'DRUID', 'HUMAN', 8824, 9)
('Victor Wilson', 'BARBARIAN', 'TIEFLING', 2868, 10)
('Patricia Wallace', 'FIGHTER', 'ELF', 6573, 1)
('Justin Adams', 'BARBARIAN', 'DWARF', 1484, 19)
('Crystal Watkins', 'CLERIC', 'HALF_ORC', 4665, 20)
('Nicole Lang', 'MONK', 'DRAGONBORN', 12088, 5)
('Roberto Hale', 'SORCERER', 'GNOME', 14251, 7)
('Elizabeth Jackson', 'DRUID', 'GNOME', 18554, 4)
('Brian Douglas', 'MONK', 'DWARF', 13182, 14)
('Donna Prince DVM', 'CLERIC', 'HALF_ORC', 8284, 13)
('Elizabeth Young', 'PALADIN', 'GNOME', 14430, 6)
('Ronnie Gordon', 'BARD', 'HALF_ORC', 7566, 4)
('Elizabeth Bates', 'WARLOCK', 'DWARF', 18959, 11)
('Jeremy Ross', 'CLERIC', 'HALF_ORC', 7401, 14)
('Timothy Cervantes', 'PALADIN', 'DRAGONBORN', 14369, 12)
('Tyler Rodriguez', 'ARTIFICER', 'TIEFLING', 9070, 15)
('Dylan Dean', 'BARD', 'GNOME', 2289, 8)
('Raymond Smith', 'BARBARIAN', 'GNOME', 11608, 6)
('Timothy Thomas', 'BARBARIAN', 'DRAGONBORN', 11281, 3)
('Kristen Jackson', 'ARTIFICER', 'DWARF', 1218, 16)
('Mark Cooper', 'ROGUE', 'DRAGONBORN', 18900, 5)
('Kurt Johnson', 'ROGUE', 'DWARF', 18045, 17)
('Terry Mejia', 'WIZARD', 'GNOME', 17589, 10)
('Zachary Nguyen', 'ROGUE', 'TIEFLING', 9660, 10)
('Adam Poole', 'CLERIC', 'DRAGONBORN', 11322, 14)
('Maxwell Love', 'BARD', 'GNOME', 1485, 15)
('Michael Jensen', 'MONK', 'HUMAN', 7890, 10)
('Kevin Skinner', 'BARD', 'HALFLING', 11890, 19)
('Megan Cole', 'RANGER', 'DRAGONBORN', 613, 13)
('Tricia Wilson', 'SORCERER', 'ELF', 5237, 20)
('Christopher Snyder', 'RANGER', 'DRAGONBORN', 13908, 7)
('Bradley Bridges', 'FIGHTER', 'GNOME', 11069, 12)
('Mr. Russell Elliott II', 'BARD', 'TIEFLING', 13152, 8)
('Patty Harris', 'DRUID', 'HUMAN', 344, 17)
('Kylie Davis', 'MONK', 'DWARF', 391, 16)
('Michael Brown', 'DRUID', 'GNOME', 6262, 17)
('William Davis', 'WIZARD', 'DRAGONBORN', 6664, 5)
('Emily Turner', 'BARBARIAN', 'HALF_ORC', 12545, 6)
('Emily Larson', 'DRUID', 'TIEFLING', 3585, 19)
('Roy Ramirez', 'BARD', 'DRAGONBORN', 16092, 12)
('Robin Herring', 'PALADIN', 'HALF_ORC', 11098, 11)
('Tim Johnson', 'WARLOCK', 'ELF', 4832, 13)
('Allen Snyder', 'ROGUE', 'HALFLING', 7569, 14)
('Robert Smith', 'SORCERER', 'HUMAN', 14023, 13)
('Eric Edwards', 'WIZARD', 'DWARF', 19776, 12)
('Brett Hernandez', 'WARLOCK', 'HALF_ELF', 2011, 16)
('Rhonda Collins', 'DRUID', 'HALF_ELF', 8142, 19)
('Elizabeth Maxwell', 'BARD', 'HUMAN', 7132, 11)
('Joe Adams', 'BARD', 'GNOME', 11860, 1)
('Kayla King', 'CLERIC', 'GNOME', 4470, 5)
('Richard Davis', 'BARBARIAN', 'DWARF', 19729, 17)
('Cindy Jacobson', 'WARLOCK', 'HALF_ORC', 5583, 2)
('Sharon Roberts', 'WARLOCK', 'HALF_ELF', 15728, 19)
('Patricia Johnson', 'BARBARIAN', 'DWARF', 14522, 13)
('Leonard Martinez', 'ARTIFICER', 'HUMAN', 12198, 17)
('Jason Glass', 'CLERIC', 'GNOME', 11898, 18)
('Brian Foster', 'BARD', 'HALF_ORC', 15466, 16)
('Beth Daniels', 'RANGER', 'TIEFLING', 18788, 6)
('Jackson Vaughn III', 'BARD', 'HALFLING', 7803, 16)
('Fernando Perkins', 'CLERIC', 'DRAGONBORN', 2318, 10)
('Christopher Reyes', 'RANGER', 'DRAGONBORN', 14105, 4)
('David Smith', 'ARTIFICER', 'HALF_ORC', 15575, 5)
('John Bauer', 'FIGHTER', 'ELF', 10908, 2)
('Dorothy Lindsey', 'RANGER', 'DRAGONBORN', 5131, 2)
('Misty Clark', 'WIZARD', 'HUMAN', 826, 20)
('Maureen Miller', 'BARBARIAN', 'HALF_ORC', 12359, 19)
('Anna Wilson', 'BARBARIAN', 'HALFLING', 5577, 17)
('Michael Peters', 'MONK', 'HALF_ORC', 18912, 13)
('Jacqueline Williams', 'MONK', 'HUMAN', 17643, 2)
('Christina Foster', 'BARD', 'HALFLING', 11828, 6)
('Eric Duran', 'ARTIFICER', 'HUMAN', 1972, 17)
('Michael Schneider', 'BARD', 'DWARF', 14144, 9)
('Charles Rios', 'BARBARIAN', 'HALF_ORC', 4435, 2)
('Steven Johnson', 'DRUID', 'HALF_ELF', 9704, 8)
('Stephanie Harding', 'WARLOCK', 'HALF_ORC', 8152, 17)
('Gerald Baldwin', 'SORCERER', 'HALF_ORC', 4699, 2)
('Christopher Contreras', 'SORCERER', 'HUMAN', 14208, 19)
('Janet White', 'SORCERER', 'TIEFLING', 2977, 5)
('Kyle Rodriguez', 'ROGUE', 'HALFLING', 16940, 3)
('Stephanie Johnson', 'PALADIN', 'HALFLING', 11562, 7)
('Jose Orr', 'BARD', 'HUMAN', 18467, 9)
('Patty Murray', 'ARTIFICER', 'HALF_ELF', 79, 9)
('Vincent Johnson', 'RANGER', 'HALF_ELF', 10595, 16)
('Abigail Snyder', 'WIZARD', 'DWARF', 18983, 2)
('Nicole Cooley', 'CLERIC', 'HUMAN', 16652, 18)
('Nicholas Holmes', 'ROGUE', 'DRAGONBORN', 2621, 9)
('Kerri Velazquez', 'BARD', 'HALF_ELF', 15979, 20)
('Lisa Sandoval', 'CLERIC', 'HALF_ELF', 10310, 8)
('Sandra Stewart', 'BARBARIAN', 'GNOME', 14691, 16)
('Paula Mccormick', 'SORCERER', 'DRAGONBORN', 5286, 14)
('Brett Kim', 'ROGUE', 'DWARF', 9396, 12)
('Andrew Garcia', 'ARTIFICER', 'ELF', 15970, 7)
('William Gibson', 'ARTIFICER', 'GNOME', 15073, 20)
('Richard Vasquez', 'SORCERER', 'HALF_ORC', 3369, 16)
('Rick Wallace', 'BARD', 'GNOME', 6143, 15)
('Susan Williams', 'CLERIC', 'HALF_ELF', 13887, 12)
('Jaime Moss', 'RANGER', 'HALF_ORC', 12492, 15)
('Michael Harris', 'MONK', 'HALFLING', 10958, 5)
('Daniel Miller', 'ARTIFICER', 'TIEFLING', 6232, 12)
('Eddie Lawson', 'RANGER', 'HALF_ORC', 12719, 8)
('Mariah Perry', 'ROGUE', 'HALFLING', 11671, 11)
('Kimberly Larson', 'WIZARD', 'HALF_ELF', 3655, 14)
('Spencer Cooper', 'BARBARIAN', 'DWARF', 923, 8)
('Scott Gilmore', 'RANGER', 'HALF_ELF', 12807, 2)
('Sandra Patterson', 'WARLOCK', 'DRAGONBORN', 7255, 20)
('Jose Delgado', 'ROGUE', 'HALFLING', 18706, 5)
('Robert Hernandez', 'ROGUE', 'HALF_ORC', 3552, 19)
('Molly Oliver', 'BARBARIAN', 'HALF_ELF', 15068, 7)
('Timothy Middleton', 'RANGER', 'TIEFLING', 5063, 4)
('Laura Watts', 'ARTIFICER', 'DWARF', 513, 19)
('Travis Johnson', 'MONK', 'GNOME', 3061, 5)
('Allen Miller', 'BARD', 'HUMAN', 1471, 1)
('Caroline Roy', 'BARD', 'DWARF', 8953, 2)
('David Berry', 'BARD', 'ELF', 6766, 16)
('Stephen Maxwell', 'DRUID', 'ELF', 6025, 8)
('Reginald Paul', 'PALADIN', 'HALF_ORC', 13940, 11)
('Dorothy Cox', 'WIZARD', 'HALF_ELF', 17729, 15)
('Loretta Cantu', 'BARBARIAN', 'HALF_ORC', 19459, 4)
('Jared Herrera', 'PALADIN', 'GNOME', 4296, 17)
('Lindsey Rivas', 'PALADIN', 'HALF_ORC', 10619, 10)
('Adam Davis', 'WARLOCK', 'TIEFLING', 9057, 18)
('Mackenzie Patel', 'CLERIC', 'DRAGONBORN', 9929, 2)
('Lorraine Jordan', 'SORCERER', 'GNOME', 4250, 11)
('Carrie Wright', 'RANGER', 'HALF_ORC', 8253, 8)
('Marissa Garcia', 'BARBARIAN', 'HUMAN', 68, 1)
('Rachel Ferguson', 'BARD', 'DRAGONBORN', 1387, 11)
('Deborah Daniels', 'DRUID', 'TIEFLING', 6570, 12)
('Janet Blevins', 'ARTIFICER', 'GNOME', 9057, 4)
('Teresa Cole', 'DRUID', 'DWARF', 18630, 1)
('Chad Mccarthy', 'ARTIFICER', 'GNOME', 12715, 18)
('Donald Hernandez', 'SORCERER', 'HALF_ORC', 10696, 9)
('Sharon Day', 'CLERIC', 'TIEFLING', 6595, 8)
('Jesus Valdez', 'BARBARIAN', 'GNOME', 12361, 13)
('Kristy Duncan', 'DRUID', 'HUMAN', 19786, 20)
('Candace Zimmerman', 'CLERIC', 'DRAGONBORN', 10433, 17)
('Sara Guerra', 'WARLOCK', 'HALF_ELF', 11916, 15)
('Jasmine Manning', 'SORCERER', 'DRAGONBORN', 4396, 20)
('Nicholas Ward', 'SORCERER', 'TIEFLING', 5833, 18)
('Nathan Hicks', 'WIZARD', 'DWARF', 12821, 3)
('Audrey Jackson', 'MONK', 'HALF_ORC', 14091, 6)
('Timothy Charles', 'BARBARIAN', 'HALF_ELF', 7336, 10)
('Thomas Richard', 'ROGUE', 'GNOME', 18248, 13)
('Dale Molina', 'BARBARIAN', 'ELF', 14441, 15)
('Tyler Escobar', 'ARTIFICER', 'ELF', 8666, 15)
('Laura Simon', 'RANGER', 'GNOME', 14054, 18)
('Joy Taylor', 'BARD', 'DWARF', 11573, 10)
('Sharon Mcguire', 'BARD', 'HUMAN', 3281, 13)
('Cody Garcia', 'ARTIFICER', 'HALF_ELF', 13951, 5)
('Carla Spence', 'SORCERER', 'HUMAN', 16878, 1)
('Kimberly York', 'MONK', 'ELF', 8882, 13)
('Nancy Harrell', 'ROGUE', 'HALFLING', 13729, 13)
('Katie Brown', 'ROGUE', 'ELF', 2380, 16)
('Tammy Mccormick', 'RANGER', 'ELF', 13051, 18)
('Donna Dean', 'ARTIFICER', 'HUMAN', 15006, 20)
('Julie Carrillo', 'ROGUE', 'ELF', 19229, 7)
('Seth Castro', 'ROGUE', 'DWARF', 4361, 12)
('Carmen Edwards', 'RANGER', 'HALF_ELF', 16117, 2)
('Kari Hammond', 'CLERIC', 'DWARF', 12919, 20)
('David Marquez', 'WIZARD', 'DWARF', 6181, 6)
('Aaron Schmidt', 'RANGER', 'TIEFLING', 18068, 4)
('Terry Vasquez', 'FIGHTER', 'ELF', 9369, 5)
('Nicholas Williams', 'MONK', 'ELF', 7365, 5)
('Angela James', 'ARTIFICER', 'HALFLING', 13390, 1)
('Jose Powell', 'ARTIFICER', 'HALF_ORC', 7168, 1)
('Wayne Mcguire', 'WIZARD', 'DWARF', 2296, 11)
('John West', 'RANGER', 'HALF_ORC', 10262, 14)
('Andrea Cole', 'ARTIFICER', 'GNOME', 8374, 10)
('James Medina', 'WIZARD', 'DWARF', 18340, 15)
('Danny Rowland', 'DRUID', 'HALF_ORC', 4496, 16)
('Barbara Moran', 'WIZARD', 'HALFLING', 9560, 2)
('Kara Armstrong', 'WIZARD', 'GNOME', 5483, 20)
('Michael Bryant', 'FIGHTER', 'HALF_ORC', 5793, 13)
('Valerie Gardner', 'WARLOCK', 'TIEFLING', 4588, 10)
('Annette Allen', 'WARLOCK', 'GNOME', 7602, 8)
('Jasmine Sharp', 'ARTIFICER', 'DWARF', 1875, 13)
('Christopher Young', 'WIZARD', 'DRAGONBORN', 10309, 7)
('Brian Chan', 'BARBARIAN', 'HALF_ELF', 1493, 12)
