('Michael Hall', 'FIGHTER', 'HALF_ELF', 17915, 7)
('Michelle Melendez', 'ARTIFICER', 'ELF', 15850, 5)
('Larry Mcgee', 'MONK', 'HALF_ORC', 2960, 12)
('Anne Howell', 'PALADIN', 'DRAGONBORN', 19418, 13)
('Michelle Nielsen', 'DRUID', 'HALF_ELF', 10763, 12)
('Mark Daniels', 'DRUID', 'DRAGONBORN', 9709, 20)
('Deborah Blackwell', 'BARBARIAN', 'ELF', 16489, 9)
('Rhonda Glover', 'BARD', 'DRAGONBORN', 14755, 18)
('Joseph Erickson', 'RANGER', 'DRAGONBORN', 14062, 16)
('Brandon Mckee', 'BARBARIAN', 'HALFLING', 19033, 5)
('Elizabeth Perry', 'WIZARD', 'HALF_ORC', 18534, 7)
('Albert Robinson', 'WARLOCK', 'TIEFLING', 11778, 17)
('Brianna Lewis', 'SORCERER', 'GNOME', 17250, 12)
('Joy Bowman', 'SORCERER', 'HUMAN', 4233, 9)
('Thomas French', 'WIZARD', 'HALFLING', 14698, 18)
('Amy Warren', 'DRUID', 'DRAGONBORN', 7148, 7)
('Michelle Roberson', 'ARTIFICER', 'HUMAN', 12984, 4)
('Blake Jenkins', 'SORCERER', 'ELF', 13502, 11)
('Tiffany Perez', 'WARLOCK', 'DWARF', 12258, 7)
('Taylor Phillips', 'WIZARD', 'DWARF', 6641, 3)
('Julie Marshall', 'MONK', 'HALF_ELF', 4673, 3)
('Eric Gardner', 'DRUID', 'HALF_ELF', 12657, 10)
('Tricia Ryan', 'MONK', 'HUMAN', 19545, 9)
('Charlotte Graham', 'ARTIFICER', 'HALF_ORC', 12801, 15)
('Alyssa Neal', 'CLERIC', 'DWARF', 18809, 9)
('Anna Newton', 'FIGHTER', 'HALF_ORC', 6168, 4)
('Andrew Forbes', 'SORCERER', 'GNOME', 14539, 6)
('Stephanie Murphy', 'WARLOCK', 'DRAGONBORN', 17440, 14)
('Mr. Joshua Reynolds Jr.', 'PALADIN', 'HALF_ORC', 3424, 5)
('Stacey Thompson', 'SORCERER', 'HALF_ELF', 19931, 9)
('Olivia Woods', 'ROGUE', 'HALF_ORC', 19945, 17)
('Mark Miller', 'ROGUE', 'GNOME', 16081, 18)
('Amy Steele', 'FIGHTER', 'HALF_ORC', 8482, 15)
('Sara Roberts', 'WARLOCK', 'HUMAN', 18421, 13)
('Laura Ford', 'WARLOCK', 'HALFLING', 2739, 7)
('Eric Carlson', 'BARD', 'HUMAN', 12466, 20)
('Elizabeth Wells', 'WARLOCK', 'DWARF', 830, 11)
('Kevin Christian', 'SORCERER', 'ELF', 8424, 7)
('Sandra Matthews', 'DRUID', 'HUMAN', 1763, 7)
('Sandra Johnson', 'BARBARIAN', 'ELF', 3754, 13)
('Lucas Flynn', 'CLERIC', 'DRAGONBORN', 12752, 4)
('Mr. Kevin Davis DDS', 'BARBARIAN', 'HALF_ORC', 11009, 16)
('Raymond Cooper', 'SORCERER', 'TIEFLING', 1937, 18)
('Pamela Spears', 'WARLOCK', 'HALF_ORC', 14894, 16)
('James Myers', 'WARLOCK', 'DRAGONBORN', 11764, 20)
('Edward Smith', 'WARLOCK', 'ELF', 9886, 6)
('Mary Cox', 'WARLOCK', 'GNOME', 16174, 17)
('Jordan Perry', 'WIZARD', 'GNOME', 9779, 4)
('Matthew Perez', 'DRUID', 'HALFLING', 9612, 18)
('Eric Cameron', 'WIZARD', 'ELF', 9077, 1)
('Nicole Nash', 'RANGER', 'HUMAN', 7455, 17)
('Kristy Ross', 'PALADIN', 'HUMAN', 16573, 20)
('Chelsea Williams', 'WIZARD', 'TIEFLING', 15890, 4)
('Lisa Obrien', 'CLERIC', 'TIEFLING', 3151, 18)
('Anne Pena', 'ROGUE', 'GNOME', 13030, 3)
('Kristen Watkins', 'FIGHTER', 'HALF_ORC', 10685, 13)
('Albert Krause', 'WARLOCK', 'ELF', 10395, 17)
('Chelsea Owens', 'FIGHTER', 'TIEFLING', 18663, 6)
('Barbara Hill', 'WIZARD', 'HALF_ELF', 9194, 7)
('Michael Wagner', 'FIGHTER', 'TIEFLING', 6439, 13)
('Cody Mckinney', 'ARTIFICER', 'HALFLING', 4012, 4)
('Tracey Harris', 'BARBARIAN', 'HALF_ORC', 16569, 8)
('Jaime Morrow', 'CLERIC', 'HUMAN', 5475, 18)
('Kelly Carter', 'BARBARIAN', 'HALFLING', 14375, 8)
('Noah Mcclain', 'WARLOCK', 'HALF_ORC', 2972, 8)
('Kelly Hamilton', 'PALADIN', 'HALFLING', 18803, 18)
('Steven Deleon', 'PALADIN', 'GNOME', 16176, 8)
('Arthur Burns', 'PALADIN', 'TIEFLING', 15744, 18)
('Meghan Underwood', 'RANGER', 'DRAGONBORN', 18118, 1)
('Jennifer Farrell', 'DRUID', 'DWARF', 8950, 16)
('Dalton Perez', 'BARBARIAN', 'ELF', 17523, 15)
('Jeremy Sandoval', 'FIGHTER', 'HALF_ELF', 5668, 17)
('Jennifer Jones', 'BARD', 'HALF_ELF', 2938, 4)
('James Bradford', 'FIGHTER', 'HUMAN', 9603, 17)
('Gary Miller', 'DRUID', 'HALF_ORC', 8845, 5)
('Daniel Johnson', 'DRUID', 'HALF_ELF', 3081, 19)
('Willie Simpson DDS', 'WARLOCK', 'HALFLING', 1980, 16)
('Barbara Rosario', 'SORCERER', 'TIEFLING', 19743, 5)
('Joshua Cook', 'PALADIN', 'HALFLING', 5244, 19)
('Alexis Hughes', 'BARBARIAN', 'HALF_ELF', 5297, 5)
('Lisa Adams DVM', 'BARD', 'DRAGONBORN', 5956, 6)
('Robert Browning', 'CLERIC', 'TIEFLING', 16786, 19)
('Ana Miller', 'RANGER', 'HALF_ELF', 2197, 4)
('Paul Berry', 'SORCERER', 'HALF_ELF', 6226, 9)
('Douglas Burns', 'WIZARD', 'HALF_ELF', 674, 17)
('Roger Wallace', 'WARLOCK', 'DWARF', 9268, 12)
('Sonya Bates', 'MONK', 'DWARF', 17629, 17)
('Melissa Dennis', 'WARLOCK', 'HALF_ELF', 17233, 4)
('Zachary Blankenship', 'RANGER', 'TIEFLING', 4706, 9)
('James Jackson', 'BARD', 'DWARF', 2842, 9)
('Jacqueline Scott', 'ROGUE', 'DRAGONBORN', 13142, 14)
('Marisa Vazquez', 'PALADIN', 'DRAGONBORN', 5162, 17)
('Christina Huerta', 'WIZARD', 'ELF', 380, 3)
('Keith Campbell', 'BARBARIAN', 'DRAGONBORN', 2686, 16)
('Alexander Jackson', 'FIGHTER', 'GNOME', 9509, 19)
('Robert Christensen', 'WARLOCK', 'HUMAN', 14644, 5)
('Juan Grant', 'BARD', 'HUMAN', 5714, 12)
('Chad Vaughn', 'SORCERER', 'HUMAN', 11255, 20)
('Martin Berry DDS', 'ARTIFICER', 'HALF_ORC', 5065, 1)
('Courtney Thompson', 'SORCERER', 'GNOME', 5150, 2)
('Jacqueline Smith', 'WARLOCK', 'HALFLING', 18626, 14)
('Tina Erickson', 'BARD', 'HALF_ORC', 18901, 8)
('Autumn Hull', 'BARBARIAN', 'HALFLING', 10476, 2)
('David Dennis', 'WIZARD', 'HALF_ORC', 9952, 14)
('Ricky Ali', 'CLERIC', 'HALFLING', 5230, 9)
('Stephanie Anderson', 'FIGHTER', 'DRAGONBORN', 15417, 9)
('Michael Smith', 'DRUID', 'HALFLING', 8347, 1)
('Jillian Dalton', 'MONK', 'DWARF', 5518, 19)
('Angela Watts DDS', 'WIZARD', 'TIEFLING', 11952, 20)
('Alexander Kane', 'PALADIN', 'HALFLING', 14126, 11)
('Jessica Hinton', 'CLERIC', 'TIEFLING', 4722, 18)
('Raymond Watson', 'BARBARIAN', 'TIEFLING', 17672, 8)
('Brent Scott', 'BARD', 'GNOME', 8211, 3)
('Kristine Shaffer PhD', 'ARTIFICER', 'DWARF', 8776, 19)
('Jonathan Bradley', 'ROGUE', 'ELF', 16801, 3)
('Makayla Joseph', 'SORCERER', 'TIEFLING', 4152, 4)
('Autumn Martin', 'WIZARD', 'HALF_ELF', 18803, 16)
('Tiffany Holmes', 'ROGUE', 'HALF_ELF', 17964, 4)
('Robert Nolan', 'ARTIFICER', 'ELF', 5814, 20)
('Nancy Edwards', 'MONK', 'HALF_ORC', 2456, 18)
('Jared Lee', 'WIZARD', 'TIEFLING', 2357, 3)
('Jorge Joseph', 'BARBARIAN', 'HUMAN', 3703, 17)
('Colleen Hawkins', 'DRUID', 'HALF_ELF', 17445, 6)
('Ellen Spencer', 'BARD', 'DWARF', 19504, 19)
('Elizabeth Archer', 'WIZARD', 'HALF_ORC', 2150, 8)
('Jamie Andersen', 'DRUID', 'GNOME', 11935, 17)
('Maria Miller', 'FIGHTER', 'ELF', 14792, 3)
('Glen Lloyd', 'WARLOCK', 'HALFLING', 17387, 18)
('Laurie Smith', 'CLERIC', 'TIEFLING', 17816, 19)
('Benjamin Farmer', 'SORCERER', 'DRAGONBORN', 19838, 17)
('Charles Taylor', 'MONK', 'HALFLING', 14293, 13)
('John Thompson', 'ARTIFICER', 'TIEFLING', 4269, 6)
('Benjamin Garrett', 'DRUID', 'TIEFLING', 17775, 3)
('Timothy Sanders', 'ARTIFICER', 'HUMAN', 8547, 15)
('Chad Perez', 'FIGHTER', 'HUMAN', 7821, 18)
('Brian Novak', 'SORCERER', 'ELF', 12882, 19)
('Megan Wallace', 'DRUID', 'HALF_ELF', 7531, 5)
('Janet Harvey', 'ROGUE', 'HALF_ELF', 19124, 4)
('Charles Marsh', 'DRUID', 'HUMAN', 10606, 12)
('Arthur Cook', 'PALADIN', 'GNOME', 48, 2)
('Kimberly Gibson', 'FIGHTER', 'TIEFLING', 18128, 20)
('David Beard', 'ROGUE', 'DWARF', 5294, 10)
('Robert Smith', 'BARD', 'DWARF', 2805, 20)
('Andrew Washington', 'DRUID', 'HALFLING', 18912, 6)
('John Wheeler', 'FIGHTER', 'HALF_ELF', 1661, 4)
('Crystal Lynn', 'FIGHTER', 'HUMAN', 667, 13)
('Christopher Hill', 'ROGUE', 'ELF', 2175, 2)
('Mr. Joseph Henry DDS', 'SORCERER', 'DWARF', 7673, 10)
('Doris Patton', 'DRUID', 'TIEFLING', 5827, 4)
('Vincent Johnson', 'SORCERER', 'TIEFLING', 8507, 8)
('Sara Roy', 'RANGER', 'TIEFLING', 1680, 4)
('Dr. Lisa Ramos', 'CLERIC', 'HALFLING', 12394, 20)
('Joshua Reyes', 'FIGHTER', 'ELF', 566, 14)
('Lori Horton', 'ROGUE', 'HALF_ORC', 8384, 11)
('Rebecca Walker', 'WIZARD', 'TIEFLING', 7486, 6)
('Charles Prince', 'WIZARD', 'HALFLING', 13400, 20)
('Terri Herman', 'SORCERER', 'ELF', 11688, 6)
('Teresa Jennings', 'ROGUE', 'HUMAN', 11957, 4)
('Stephanie Reed', 'CLERIC', 'DRAGONBORN', 3655, 7)
('Kimberly Harris', 'ROGUE', 'GNOME', 7213, 15)
('Christopher Reed', 'PALADIN', 'HUMAN', 15313, 3)
('Jordan Johnson', 'FIGHTER', 'DRAGONBORN', 10255, 19)
('Terry Burch', 'RANGER', 'HALF_ORC', 2704, 19)
('Lynn Schroeder', 'WIZARD', 'GNOME', 12836, 6)
('Mathew Daniels MD', 'PALADIN', 'HALFLING', 12204, 4)
('Travis Tran', 'CLERIC', 'DRAGONBORN', 4149, 7)
('David Singh', 'WARLOCK', 'HALF_ORC', 18482, 7)
('Lori Greene', 'CLERIC', 'HALF_ELF', 19973, 19)
('Christine Howe', 'SORCERER', 'HALFLING', 10788, 5)
('Matthew Wilson', 'SORCERER', 'HALF_ELF', 13443, 11)
('Wanda Garrett', 'FIGHTER', 'HALF_ELF', 1765, 1)
('Eric Wright', 'RANGER', 'TIEFLING', 19751, 17)
('Steven Rivera', 'WIZARD', 'TIEFLING', 4077, 18)
('Michael Arnold', 'PALADIN', 'HALF_ELF', 4633, 8)
('Jacob Graham', 'ARTIFICER', 'TIEFLING', 9078, 16)
('Robert Martin', 'PALADIN', 'HALFLING', 18459, 4)
('Katie Murphy', 'ROGUE', 'HUMAN', 1889, 18)
('Lisa Mueller', 'BARBARIAN', 'ELF', 15981, 1)
('Larry Roberts', 'PALADIN', 'DRAGONBORN', 19672, 1)
('Jason Mcclain', 'RANGER', 'ELF', 17853, 7)
('Christina Mejia', 'FIGHTER', 'ELF', 9508, 1)
('Cynthia Cordova', 'ARTIFICER', 'HALF_ORC', 8500, 15)
('David Moore', 'BARD', 'HALFLING', 15904, 20)
('Thomas Hines', 'DRUID', 'DRAGONBORN', 9893, 1)
('Lisa Noble', 'CLERIC', 'HUMAN', 4744, 12)
('Jeanette Clark', 'DRUID', 'HUMAN', 1237, 7)
('Kathy Rogers', 'DRUID', 'HALFLING', 8269, 15)
('Michael Leonard', 'ROGUE', 'GNOME', 19553, 20)
('Christy Williams', 'MONK', 'GNOME', 3708, 12)
('Scott Baker', 'DRUID', 'DWARF', 17402, 13)
('Lisa Smith', 'CLERIC', 'HALF_ELF', 3024, 4)
('Connor Gilbert', 'BARD', 'GNOME', 15529, 18)
('Barbara Bradshaw', 'ARTIFICER', 'DWARF', 3672, 5)
('Joel Bright', 'PALADIN', 'DRAGONBORN', 16079, 1)
('Debra Allen', 'WARLOCK', 'HALF_ELF', 16322, 4)
('Kyle Thompson', 'FIGHTER', 'GNOME', 136, 13)
('Mercedes Chaney', 'WARLOCK', 'GNOME', 17072, 11)
('Zachary Baker', 'MONK', 'HALF_ORC', 19773, 4)
('Catherine Farrell', 'WARLOCK', 'DWARF', 9217, 1)
('Ricardo Garcia', 'MONK', 'DWARF', 9095, 10)
('Lisa Barnett', 'WARLOCK', 'TIEFLING', 10389, 4)
('Barbara Miller', 'WARLOCK', 'ELF', 3951, 15)
('Raymond Bradley', 'WARLOCK', 'HALF_ORC', 1253, 2)
('Edward Parks', 'WIZARD', 'HALF_ORC', 11004, 14)
('Hannah Small', 'SORCERER', 'TIEFLING', 6600, 20)
('Lisa Obrien', 'RANGER', 'HALF_ELF', 2976, 11)
('James Mendoza', 'PALADIN', 'HALFLING', 7154, 4)
('Larry Vance', 'ROGUE', 'HALF_ELF', 3874, 4)
('Steven Rodriguez', 'BARBARIAN', 'HALF_ELF', 15032, 5)
('Andrew Brooks', 'BARD', 'HUMAN', 677, 19)
('Vicki Coleman', 'MONK', 'ELF', 4156, 17)
('Kelly Underwood', 'PALADIN', 'GNOME', 15792, 2)
('Janet Jones', 'PALADIN', 'HUMAN', 19388, 15)
('Karen Hunter', 'ROGUE', 'TIEFLING', 9196, 16)
('Betty Jacobs', 'MONK', 'HALF_ORC', 9677, 11)
('Joshua Carr', 'ARTIFICER', 'HALFLING', 8255, 3)
('Katherine Garcia', 'PALADIN', 'HALFLING', 4822, 10)
('Steven Fernandez', 'ARTIFICER', 'HALFLING', 2523, 17)
('Beth Cohen', 'WARLOCK', 'TIEFLING', 2488, 16)
('Zachary Kaufman', 'BARD', 'DRAGONBORN', 1700, 5)
('Ernest Kennedy', 'ROGUE', 'DRAGONBORN', 7005, 6)
('Jessica Gordon', 'MONK', 'HALF_ORC', 7007, 17)
('Mr. Juan Brandt', 'BARBARIAN', 'HALF_ORC', 7084, 12)
('Jennifer Hernandez', 'BARBARIAN', 'HALF_ELF', 9787, 8)
('Mario Singh', 'BARBARIAN', 'HUMAN', 19515, 15)
('Norman Martinez', 'PALADIN', 'ELF', 18911, 18)
('Kyle Freeman', 'CLERIC', 'TIEFLING', 15792, 3)
('Tara Webster', 'SORCERER', 'ELF', 3377, 2)
('Jennifer Weaver', 'WARLOCK', 'HALFLING', 6301, 1)
('Amanda Navarro', 'PALADIN', 'HALFLING', 3337, 20)
('Dorothy Velazquez', 'BARBARIAN', 'GNOME', 12837, 1)
('Anna Hansen', 'BARD', 'HUMAN', 2182, 4)
('Andrew Patterson', 'SORCERER', 'DRAGONBORN', 517, 19)
('Michael Montes', 'CLERIC', 'HALF_ORC', 1640, 17)
('Jill Williams', 'BARBARIAN', 'HALF_ELF', 11537, 4)
('Patrick Miller', 'BARD', 'HALF_ORC', 10051, 2)
('Mr. Anthony Stafford PhD', 'ROGUE', 'HALFLING', 8892, 19)
('Anthony Schaefer', 'ARTIFICER', 'HUMAN', 988, 15)
('Colleen Gonzalez', 'BARD', 'HALF_ORC', 628, 17)
('Rachel Jennings', 'SORCERER', 'DWARF', 5137, 18)
('Caleb Sanders', 'MONK', 'HALF_ORC', 5642, 11)
('Jacob Contreras', 'WARLOCK', 'HALF_ORC', 17797, 18)
('Samuel Watson', 'ROGUE', 'DWARF', 13480, 18)
('John Weber', 'ROGUE', 'DRAGONBORN', 13303, 2)
('Kimberly Davis', 'FIGHTER', 'ELF', 12059, 16)
('Alejandro Hickman', 'CLERIC', 'HALFLING', 7416, 2)
('Philip Palmer', 'DRUID', 'TIEFLING', 1309, 20)
('Wendy Eaton', 'SORCERER', 'TIEFLING', 15774, 1)
('Scott Levine', 'RANGER', 'TIEFLING', 14343, 5)
('Sean Wade', 'ROGUE', 'TIEFLING', 14291, 7)
('Franklin Young Jr.', 'BARBARIAN', 'HALFLING', 19844, 10)
('Amber Deleon', 'CLERIC', 'GNOME', 11099, 19)
('Angela Robinson', 'DRUID', 'HALF_ELF', 2635, 14)
('Alexander Hancock', 'ROGUE', 'DRAGONBORN', 6530, 4)
('Daniel Robertson', 'SORCERER', 'DWARF', 19442, 18)
('Mary Waters', 'DRUID', 'TIEFLING', 2377, 10)
('Jessica Russell', 'ARTIFICER', 'HALF_ORC', 8346, 6)
('Kenneth Frederick', 'WIZARD', 'HALF_ELF', 1610, 18)
('Joan Mcmillan', 'RANGER', 'HALF_ELF', 8228, 14)
('Robert Clayton', 'SORCERER', 'DRAGONBORN', 5326, 8)
('Michael Novak', 'BARD', 'GNOME', 2509, 2)
('Gary English', 'ROGUE', 'GNOME', 9184, 5)
('David Thomas', 'PALADIN', 'ELF', 11645, 6)
('Courtney Green', 'BARBARIAN', 'DWARF', 1620, 4)
('Brian Cowan', 'BARBARIAN', 'DRAGONBORN', 4456, 20)
('Bridget Johnson', 'FIGHTER', 'DWARF', 2272, 4)
('Kevin Roy', 'PALADIN', 'HALF_ELF', 11166, 9)
('Regina Smith', 'FIGHTER', 'TIEFLING', 18035, 9)
('Amanda Rios', 'SORCERER', 'HUMAN', 2932, 5)
('Michael Ellison', 'WARLOCK', 'HUMAN', 11127, 10)
('Kathryn Williams', 'MONK', 'HALF_ELF', 19210, 6)
('Stephanie Johns', 'WARLOCK', 'HALF_ORC', 4498, 12)
('Christopher Rangel', 'BARBARIAN', 'HALFLING', 14048, 13)
('Amber Huff', 'BARBARIAN', 'DRAGONBORN', 13282, 15)
('Karen Boyd', 'DRUID', 'GNOME', 12472, 17)
('Charles Shaw', 'PALADIN', 'DRAGONBORN', 8624, 1)
('Heather Perez', 'PALADIN', 'DWARF', 9119, 15)
('Cassandra Johnson', 'PALADIN', 'ELF', 1121, 7)
('James Morales', 'WARLOCK', 'ELF', 15270, 4)
('Zachary Reyes', 'FIGHTER', 'HALF_ELF', 8023, 14)
('Sheena Anderson', 'ROGUE', 'DRAGONBORN', 14827, 1)
('Joanne Estes', 'ROGUE', 'HUMAN', 11804, 16)
('Hannah Reynolds', 'CLERIC', 'HALFLING', 12208, 8)
('Kathryn Hernandez', 'WIZARD', 'DRAGONBORN', 18850, 6)
('Stacey Fleming DVM', 'WARLOCK', 'HALFLING', 9150, 14)
('Sierra Simon', 'PALADIN', 'DWARF', 17441, 3)
('Taylor Pena', 'BARD', 'HALF_ORC', 15020, 15)
('Lynn Griffin', 'CLERIC', 'HALF_ELF', 12256, 19)
('Jerry Chang', 'MONK', 'ELF', 8464, 16)
('Marissa Ferguson', 'DRUID', 'HUMAN', 6906, 14)
('Casey Brown', 'BARBARIAN', 'GNOME', 182, 12)
('Brian Bennett', 'ARTIFICER', 'TIEFLING', 4438, 19)
('Ann Hall', 'DRUID', 'HALFLING', 11025, 2)
('Dylan Griffith', 'WIZARD', 'HALF_ORC', 3591, 15)
('Melissa Smith', 'CLERIC', 'GNOME', 4749, 9)
('Kevin Andrade', 'BARD', 'HALF_ELF', 16950, 5)
('Ryan Douglas', 'BARBARIAN', 'HUMAN', 2777, 2)
('Ryan Jones', 'MONK', 'HALF_ELF', 3180, 5)
('Kristi Hull', 'SORCERER', 'HALFLING', 3089, 17)
('Danielle Hopkins', 'ROGUE', 'HALF_ELF', 12346, 17)
('Steven Best', 'PALADIN', 'DRAGONBORN', 11867, 11)
('Kenneth Gonzalez', 'CLERIC', 'TIEFLING', 6043, 19)
('Robert Torres', 'MONK', 'TIEFLING', 7453, 7)
('April Garcia', 'BARD', 'HALF_ELF', 792, 5)
('Jenna Small', 'ROGUE', 'HALF_ELF', 4435, 15)
('Anthony Harris', 'RANGER', 'GNOME', 15625, 6)
('Rhonda Davidson', 'CLERIC', 'DWARF', 14231, 14)
('Jesse Griffith', 'BARBARIAN', 'TIEFLING', 11863, 10)
('Amanda Baker', 'SORCERER', 'ELF', 8597, 14)
('Amanda Rodriguez', 'MONK', 'DWARF', 6943, 13)
('Kim Brooks', 'WIZARD', 'HALF_ORC', 8146, 2)
('Cory Mora', 'BARD', 'HALFLING', 19423, 10)
('Mary Rodriguez', 'FIGHTER', 'HALF_ELF', 18030, 19)
('Heather Woods', 'ARTIFICER', 'HALFLING', 1955, 13)
('Joshua Brown', 'BARD', 'HALF_ORC', 6600, 1)
('Donald Larsen', 'PALADIN', 'HUMAN', 7506, 7)
('Angel Elliott', 'ARTIFICER', 'DWARF', 13102, 19)
('Benjamin Johnson', 'WARLOCK', 'GNOME', 1516, 2)
('Lisa Thompson', 'CLERIC', 'ELF', 17829, 10)
('Rachel Ramsey', 'DRUID', 'ELF', 4109, 10)
('Ronald Johnson MD', 'ARTIFICER', 'HUMAN', 12652, 18)
('Dorothy Maxwell', 'WARLOCK', 'DRAGONBORN', 6476, 12)
('Anthony Harvey', 'BARD', 'HUMAN', 10464, 9)
('Matthew Solis', 'PALADIN', 'HUMAN', 9784, 10)
('Jeffrey Anderson', 'DRUID', 'DWARF', 10053, 18)
('Edward Noble', 'ARTIFICER', 'TIEFLING', 10602, 15)
('Heather Gilbert', 'SORCERER', 'TIEFLING', 8442, 11)
('Matthew Martinez', 'WIZARD', 'GNOME', 1489, 17)
('Scott Ramos', 'FIGHTER', 'HALFLING', 6045, 6)
('Jeremy Stewart', 'BARD', 'HALF_ELF', 381, 11)
('Julie Jackson', 'ROGUE', 'TIEFLING', 10363, 17)
('Rachel Freeman', 'RANGER', 'GNOME', 17386, 1)
('Penny Phillips', 'WARLOCK', 'DWARF', 4515, 6)
('Samantha Jordan', 'MONK', 'HALF_ORC', 8986, 17)
('William Mills', 'ARTIFICER', 'TIEFLING', 10029, 8)
('Benjamin Reese', 'WARLOCK', 'DRAGONBORN', 13798, 5)
('Billy Mcdonald', 'ROGUE', 'TIEFLING', 16168, 2)
('Jenna Martin', 'FIGHTER', 'GNOME', 6054, 3)
('Jennifer Mitchell', 'BARBARIAN', 'TIEFLING', 11428, 7)
('Amy Chavez', 'SORCERER', 'HALF_ORC', 5072, 5)
('Brian Lee', 'ARTIFICER', 'DWARF', 12614, 20)
('Tyler Middleton', 'RANGER', 'HALFLING', 3820, 10)
('Anthony Reynolds', 'DRUID', 'HALFLING', 8866, 11)
('Katherine Frost', 'BARBARIAN', 'HALF_ELF', 7684, 12)
('Stephanie Perry', 'WARLOCK', 'HALF_ELF', 13549, 18)
('Linda Jones', 'RANGER', 'HALF_ORC', 3535, 15)
('Sean Goodman', 'DRUID', 'ELF', 4528, 9)
('Katherine Lee', 'PALADIN', 'HALF_ORC', 18501, 10)
('Brooke Melendez', 'PALADIN', 'GNOME', 15187, 13)
('Elizabeth Moore', 'BARD', 'DRAGONBORN', 241, 13)
('Megan Williams', 'SORCERER', 'HALF_ORC', 33, 13)
('Kristina Brown', 'RANGER', 'GNOME', 19795, 11)
('Samantha Singleton', 'WIZARD', 'ELF', 17745, 11)
('Troy Gonzalez', 'ARTIFICER', 'HUMAN', 19858, 18)
('Andrea Reynolds', 'ARTIFICER', 'DRAGONBORN', 4070, 12)
('Kyle Rodriguez', 'WIZARD', 'ELF', 547, 3)
('Misty Lopez', 'FIGHTER', 'HUMAN', 17791, 3)
('William Sutton', 'PALADIN', 'HALF_ORC', 7173, 5)
('Shelly Roman', 'DRUID', 'DWARF', 2295, 2)
('Marie Andrews', 'DRUID', 'HALF_ORC', 5796, 11)
('Erica Hanna', 'MONK', 'HALFLING', 1907, 8)
('Zachary Stokes', 'FIGHTER', 'GNOME', 3001, 6)
('Andrea Watkins', 'CLERIC', 'HALFLING', 4878, 13)
('Timothy Franco', 'WIZARD', 'GNOME', 9426, 11)
('Lisa Ortiz', 'ARTIFICER', 'HALFLING', 11113, 4)
('Christina Brown', 'BARD', 'DWARF', 8883, 18)
('David Davis', 'CLERIC', 'DRAGONBORN', 14921, 14)
('Sara Evans', 'SORCERER', 'DWARF', 13603, 19)
('Gabriel Bradshaw', 'SORCERER', 'DWARF', 12245, 7)
('Brooke Garcia', 'ARTIFICER', 'HALFLING', 16440, 11)
('Keith Sandoval', 'BARBARIAN', 'HALF_ORC', 15547, 18)
('Stephen Jackson', 'ROGUE', 'HALFLING', 16975, 13)
('John Cooper', 'ROGUE', 'GNOME', 7703, 12)
('Marvin Galvan', 'RANGER', 'DRAGONBORN', 7529, 1)
('Scott Jordan', 'DRUID', 'HUMAN', 11589, 4)
('John Stevens', 'WIZARD', 'ELF', 14711, 1)
('Whitney Parrish', 'WARLOCK', 'GNOME', 9001, 19)
('Amber James', 'SORCERER', 'HALF_ORC', 10654, 2)
('Megan Shepard', 'FIGHTER', 'ELF', 19095, 19)
('Penny Mathis', 'PALADIN', 'HUMAN', 6715, 20)
('Matthew Mitchell', 'DRUID', 'TIEFLING', 19570, 19)
('Patrick Peterson', 'PALADIN', 'GNOME', 721, 17)
('Danielle David', 'SORCERER', 'GNOME', 7437, 20)
('Karen Paul', 'FIGHTER', 'HALF_ORC', 11858, 10)
('Jesse Davis', 'CLERIC', 'ELF', 16150, 18)
('Deborah Mendez', 'BARD', 'ELF', 8013, 9)
('Sharon Carter', 'BARBARIAN', 'DWARF', 15520, 11)
('Jessica Hamilton', 'FIGHTER', 'HUMAN', 12261, 16)
('Chelsea Brown', 'DRUID', 'ELF', 18504, 3)
('Jordan Anderson', 'ROGUE', 'HUMAN', 10282, 16)
('James Underwood', 'FIGHTER', 'HALF_ORC', 15294, 4)
('Elizabeth Gomez', 'FIGHTER', 'HALFLING', 554, 15)
('Suzanne Ross', 'RANGER', 'GNOME', 9675, 3)
('Tiffany Burgess', 'MONK', 'GNOME', 4830, 3)
('Marissa Palmer', 'WIZARD', 'HALFLING', 17969, 18)
('Kevin Howard', 'CLERIC', 'DRAGONBORN', 6973, 12)
('Matthew Ferguson', 'PALADIN', 'TIEFLING', 1239, 14)
('Edward Lopez', 'FIGHTER', 'GNOME', 1664, 10)
('Justin Roberts', 'ARTIFICER', 'GNOME', 18571, 14)
('Gina Campbell', 'MONK', 'DRAGONBORN', 16373, 13)
('Olivia Gardner', 'WARLOCK', 'DWARF', 10061, 1)
('Douglas Johnson', 'SORCERER', 'GNOME', 9522, 5)
('Shannon Martinez', 'FIGHTER', 'HALFLING', 13124, 5)
('Shannon Gallagher', 'ROGUE', 'ELF', 16131, 6)
('Nicole Gray', 'WIZARD', 'HUMAN', 3330, 20)
('Jamie Porter', 'WARLOCK', 'HALFLING', 15511, 13)
('Terry Mendez', 'BARD', 'ELF', 16575, 16)
('Mr. Jeffrey Pham', 'FIGHTER', 'HALFLING', 16525, 4)
('Jeff Colon', 'SORCERER', 'HUMAN', 2708, 1)
('Dawn Krueger', 'BARD', 'TIEFLING', 7549, 1)
('David Green', 'PALADIN', 'ELF', 5415, 14)
